segment_id	segment_text
pli-tv-pvr2.1:66.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:66.9	eḷakalomake …pe….
pli-tv-pvr2.1:67.1	Lasuṇavaggo paṭhamo.
pli-tv-pvr2.1:68.0	4.2. Rattandhakāravagga
pli-tv-pvr2.1:68.1	Rattandhakāre appadīpe purisena saddhiṁ ekenekāya santiṭṭhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:68.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:68.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:68.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:68.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:68.6	Aññatarā bhikkhunī rattandhakāre appadīpe purisena saddhiṁ ekenekā santiṭṭhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:68.7	Ekā paññatti.
pli-tv-pvr2.1:68.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:68.9	theyyasatthake …pe….
pli-tv-pvr2.1:69.1	Paṭicchanne okāse purisena saddhiṁ ekenekāya santiṭṭhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:69.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:69.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:69.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:69.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:69.6	Aññatarā bhikkhunī paṭicchanne okāse purisena saddhiṁ ekenekā santiṭṭhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:69.7	Ekā paññatti.
pli-tv-pvr2.1:69.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:69.9	theyyasatthake …pe….
pli-tv-pvr2.1:70.1	Ajjhokāse purisena saddhiṁ ekenekāya santiṭṭhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:70.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:70.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:70.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:70.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:70.6	Aññatarā bhikkhunī ajjhokāse purisena saddhiṁ ekenekā santiṭṭhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:70.7	Ekā paññatti.
pli-tv-pvr2.1:70.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:70.9	theyyasatthake …pe….
pli-tv-pvr2.1:71.1	Rathikāya vā byūhe vā siṅghāṭake vā purisena saddhiṁ ekenekāya santiṭṭhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:71.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:71.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:71.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:71.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:71.6	Thullanandā bhikkhunī rathikāyapi byūhepi siṅghāṭakepi purisena saddhiṁ ekenekā santiṭṭhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:71.7	Ekā paññatti.
pli-tv-pvr2.1:71.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:71.9	theyyasatthake …pe….
pli-tv-pvr2.1:72.1	Purebhattaṁ kulāni upasaṅkamitvā āsane nisīditvā sāmike anāpucchā pakkamantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:72.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:72.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:72.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:72.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:72.6	Aññatarā bhikkhunī purebhattaṁ kulāni upasaṅkamitvā āsane nisīditvā sāmike anāpucchā pakkāmi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:72.7	Ekā paññatti.
pli-tv-pvr2.1:72.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:72.9	kathinake …pe….
pli-tv-pvr2.1:73.1	Pacchābhattaṁ kulāni upasaṅkamitvā sāmike anāpucchā āsane abhinisīdantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:73.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:73.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:73.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:73.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:73.6	Thullanandā bhikkhunī pacchābhattaṁ kulāni upasaṅkamitvā sāmike anāpucchā āsane abhinisīdi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:73.7	Ekā paññatti.
pli-tv-pvr2.1:73.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:73.9	kathinake …pe….
pli-tv-pvr2.1:74.1	Vikāle kulāni upasaṅkamitvā sāmike anāpucchā seyyaṁ santharitvā vā santharāpetvā vā abhinisīdantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:74.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:74.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:74.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:74.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:74.6	Sambahulā bhikkhuniyo vikāle kulāni upasaṅkamitvā sāmike anāpucchā seyyaṁ santharitvā abhinisīdiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:74.7	Ekā paññatti.
pli-tv-pvr2.1:74.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:74.9	kathinake …pe….
pli-tv-pvr2.1:75.1	Duggahitena dūpadhāritena paraṁ ujjhāpentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:75.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:75.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:75.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:75.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:75.6	Aññatarā bhikkhunī duggahitena dūpadhāritena paraṁ ujjhāpesi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:75.7	Ekā paññatti.
pli-tv-pvr2.1:75.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:76.1	Attānaṁ vā paraṁ vā nirayena vā brahmacariyena vā abhisapantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:76.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:76.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:76.4	Caṇḍakāḷiṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:76.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:76.6	Caṇḍakāḷī bhikkhunī attānampi parampi nirayenapi brahmacariyenapi abhisapi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:76.7	Ekā paññatti.
pli-tv-pvr2.1:76.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:77.1	Attānaṁ vadhitvā vadhitvā rodantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:77.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:77.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:77.4	Caṇḍakāḷiṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:77.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:77.6	Caṇḍakāḷī bhikkhunī attānaṁ vadhitvā vadhitvā rodi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:77.7	Ekā paññatti.
pli-tv-pvr2.1:77.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr2.1:77.9	dhuranikkhepe …pe….
pli-tv-pvr2.1:78.1	Rattandhakāravaggo dutiyo.
pli-tv-pvr2.1:79.0	4.3 Nahānavagga
pli-tv-pvr2.1:79.1	Naggāya nahāyantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:79.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:79.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:79.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:79.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:79.6	Sambahulā bhikkhuniyo naggā nahāyiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:79.7	Ekā paññatti.
pli-tv-pvr2.1:79.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:79.9	eḷakalomake …pe….
pli-tv-pvr2.1:80.1	Pamāṇātikkantaṁ udakasāṭikaṁ kārāpentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:80.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:80.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:80.4	Chabbaggiyā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:80.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:80.6	Chabbaggiyā bhikkhuniyo appamāṇikāyo udakasāṭikāyo dhāresuṁ, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:80.7	Ekā paññatti.
pli-tv-pvr2.1:80.8	Channaṁ āpattisamuṭṭhānānaṁ chahi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:81.1	Bhikkhuniyā cīvaraṁ visibbetvā vā visibbāpetvā vā neva sibbentiyā na sibbāpanāya ussukkaṁ karontiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:81.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:81.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:81.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:81.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:81.6	Thullanandā bhikkhunī bhikkhuniyā cīvaraṁ visibbāpetvā neva sibbesi na sibbāpanāya ussukkaṁ akāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:81.7	Ekā paññatti.
pli-tv-pvr2.1:81.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr2.1:81.9	dhuranikkhepe …pe….
pli-tv-pvr2.1:82.1	Pañcāhikaṁ saṅghāṭicāraṁ atikkāmentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:82.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:82.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:82.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:82.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:82.6	Sambahulā bhikkhuniyo bhikkhunīnaṁ hatthe cīvaraṁ nikkhipitvā santaruttarena janapadacārikaṁ pakkamiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:82.7	Ekā paññatti.
pli-tv-pvr2.1:82.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti kathinake …pe….
pli-tv-pvr2.1:83.1	Cīvarasaṅkamanīyaṁ dhārentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:83.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:83.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:83.4	Aññataraṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:83.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:83.6	Aññatarā bhikkhunī aññatarāya bhikkhuniyā cīvaraṁ anāpucchā pārupi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:83.7	Ekā paññatti.
pli-tv-pvr2.1:83.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:83.9	kathinake …pe….
pli-tv-pvr2.1:84.1	Gaṇassa cīvaralābhaṁ antarāyaṁ karontiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:84.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:84.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:84.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:84.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:84.6	Thullanandā bhikkhunī gaṇassa cīvaralābhaṁ antarāyaṁ akāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:84.7	Ekā paññatti.
pli-tv-pvr2.1:84.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:85.1	Dhammikaṁ cīvaravibhaṅgaṁ paṭibāhantiyā pācittiyaṁ kattha paññattanti.
pli-tv-pvr2.1:85.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:85.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:85.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:85.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:85.6	Thullanandā bhikkhunī dhammikaṁ cīvaravibhaṅgaṁ paṭibāhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:85.7	Ekā paññatti.
pli-tv-pvr2.1:85.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:86.1	Agārikassa vā paribbājakassa vā paribbājikāya vā samaṇacīvaraṁ dentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:86.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:86.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:86.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:86.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:86.6	Thullanandā bhikkhunī agārikassa samaṇacīvaraṁ adāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:86.7	Ekā paññatti.
pli-tv-pvr2.1:86.8	Channaṁ āpattisamuṭṭhānānaṁ chahi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:87.1	Dubbalacīvarapaccāsāya cīvarakālasamayaṁ atikkāmentiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:87.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:87.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:87.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:87.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:87.6	Thullanandā bhikkhunī dubbalacīvarapaccāsāya cīvarakālasamayaṁ atikkāmesi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:87.7	Ekā paññatti.
pli-tv-pvr2.1:87.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:88.1	Dhammikaṁ kathinuddhāraṁ paṭibāhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:88.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:88.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:88.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:88.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:88.6	Thullanandā bhikkhunī dhammikaṁ kathinuddhāraṁ paṭibāhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:88.7	Ekā paññatti.
pli-tv-pvr2.1:88.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:89.1	Nahānavaggo tatiyo.
pli-tv-pvr2.1:90.0	4.4. Tuvaṭṭavagga
pli-tv-pvr2.1:90.1	Dvinnaṁ bhikkhunīnaṁ ekamañce tuvaṭṭentīnaṁ pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:90.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:90.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:90.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:90.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:90.6	Sambahulā bhikkhuniyo dve ekamañce tuvaṭṭesuṁ, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:90.7	Ekā paññatti.
pli-tv-pvr2.1:90.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:90.9	eḷakalomake …pe….
pli-tv-pvr2.1:91.1	Dvinnaṁ bhikkhunīnaṁ ekattharaṇapāvuraṇe tuvaṭṭentīnaṁ pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:91.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:91.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:91.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:91.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:91.6	Sambahulā bhikkhuniyo dve ekattharaṇapāvuraṇā tuvaṭṭesuṁ, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:91.7	Ekā paññatti.
pli-tv-pvr2.1:91.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:91.9	eḷakalomake …pe….
pli-tv-pvr2.1:92.1	Bhikkhuniyā sañcicca aphāsuṁ karontiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:92.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:92.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:92.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:92.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:92.6	Thullanandā bhikkhunī bhikkhuniyā sañcicca aphāsuṁ akāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:92.7	Ekā paññatti.
pli-tv-pvr2.1:92.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:93.1	Dukkhitaṁ sahajīviniṁ neva upaṭṭhentiyā na upaṭṭhāpanāya ussukkaṁ karontiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:93.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:93.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:93.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:93.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:93.6	Thullanandā bhikkhunī dukkhitaṁ sahajīviniṁ neva upaṭṭhesi na upaṭṭhāpanāya ussukkaṁ akāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:93.7	Ekā paññatti.
pli-tv-pvr2.1:93.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr2.1:93.9	dhuranikkhepe …pe….
pli-tv-pvr2.1:94.1	Bhikkhuniyā upassayaṁ datvā kupitāya anattamanāya nikkaḍḍhantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:94.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:94.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:94.4	Thullanandaṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:94.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:94.6	Thullanandā bhikkhunī bhikkhuniyā upassayaṁ datvā kupitā anattamanā nikkaḍḍhi, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:94.7	Ekā paññatti.
pli-tv-pvr2.1:94.8	Channaṁ āpattisamuṭṭhānānaṁ tīhi samuṭṭhānehi samuṭṭhāti …pe….
pli-tv-pvr2.1:95.1	Saṁsaṭṭhāya bhikkhuniyā yāvatatiyaṁ samanubhāsanāya na paṭinissajjantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:95.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:95.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:95.4	Caṇḍakāḷiṁ bhikkhuniṁ ārabbha.
pli-tv-pvr2.1:95.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:95.6	Caṇḍakāḷī bhikkhunī saṁsaṭṭhā vihari, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:95.7	Ekā paññatti.
pli-tv-pvr2.1:95.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr2.1:95.9	dhuranikkhepe …pe….
pli-tv-pvr2.1:96.1	Antoraṭṭhe sāsaṅkasammate sappaṭibhaye asatthikāya cārikaṁ carantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:96.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:96.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:96.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:96.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:96.6	Sambahulā bhikkhuniyo antoraṭṭhe sāsaṅkasammate sappaṭibhaye asatthikāyo cārikaṁ cariṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:96.7	Ekā paññatti.
pli-tv-pvr2.1:96.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:96.9	eḷakalomake …pe….
pli-tv-pvr2.1:97.1	Tiroraṭṭhe sāsaṅkasammate sappaṭibhaye asatthikāya cārikaṁ carantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:97.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:97.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:97.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:97.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:97.6	Sambahulā bhikkhuniyo tiroraṭṭhe sāsaṅkasammate sappaṭibhaye asatthikāyo cārikaṁ cariṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:97.7	Ekā paññatti.
pli-tv-pvr2.1:97.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:97.9	eḷakalomake …pe….
pli-tv-pvr2.1:98.1	Antovassaṁ cārikaṁ carantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:98.2	Rājagahe paññattaṁ.
pli-tv-pvr2.1:98.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:98.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:98.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:98.6	Sambahulā bhikkhuniyo antovassaṁ cārikaṁ cariṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:98.7	Ekā paññatti.
pli-tv-pvr2.1:98.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:98.9	eḷakalomake …pe….
pli-tv-pvr2.1:99.1	Vassaṁvuṭṭhāya bhikkhuniyā cārikaṁ na pakkamantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:99.2	Rājagahe paññattaṁ.
pli-tv-pvr2.1:99.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:99.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:99.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:99.6	Sambahulā bhikkhuniyo vassaṁvuṭṭhā cārikaṁ na pakkamiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:99.7	Ekā paññatti.
pli-tv-pvr2.1:99.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr2.1:99.9	paṭhamapārājike …pe….
pli-tv-pvr2.1:100.1	Tuvaṭṭavaggo catuttho.
pli-tv-pvr2.1:101.0	4.5. Cittāgāravagga
pli-tv-pvr2.1:101.1	Rājāgāraṁ vā cittāgāraṁ vā ārāmaṁ vā uyyānaṁ vā pokkharaṇiṁ vā dassanāya gacchantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:101.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:101.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:101.4	Chabbaggiyā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:101.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:101.6	Chabbaggiyā bhikkhuniyo rājāgārampi cittāgārampi dassanāya agamaṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:101.7	Ekā paññatti.
pli-tv-pvr2.1:101.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:101.9	eḷakalomake …pe….
pli-tv-pvr2.1:102.1	Āsandiṁ vā pallaṅkaṁ vā paribhuñjantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:102.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:102.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:102.4	Sambahulā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:102.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:102.6	Sambahulā bhikkhuniyo āsandimpi pallaṅkampi paribhuñjiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:102.7	Ekā paññatti.
pli-tv-pvr2.1:102.8	Channaṁ āpattisamuṭṭhānānaṁ dvīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr2.1:102.9	eḷakalomake …pe….
pli-tv-pvr2.1:103.1	Suttaṁ kantantiyā pācittiyaṁ kattha paññattanti?
pli-tv-pvr2.1:103.2	Sāvatthiyaṁ paññattaṁ.
pli-tv-pvr2.1:103.3	Kaṁ ārabbhāti?
pli-tv-pvr2.1:103.4	Chabbaggiyā bhikkhuniyo ārabbha.
pli-tv-pvr2.1:103.5	Kismiṁ vatthusminti?
pli-tv-pvr2.1:103.6	Chabbaggiyā bhikkhuniyo suttaṁ kantiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr2.1:103.7	Ekā paññatti.
